"county","sample","state","name","exceedances"
"Crawford",16.5,"pa","Vision Quest Lee Prep Academy",1
"Erie",16.5,"pa","Conelway Elementary School",1
"Jefferson",16.2,"pa","Soldier Water System",1
"Lawrence",17.1,"pa","Villa Maria Community Center",1
"Lawrence",42.1,"pa","Castle Cheese",1
"McKean",20.6,"pa","Port Allegany Water Department",1
"Venango",27.5,"pa","Oakland Elementary School",1
"Venango",18.6,"pa","Wrought Products",1
"Warren",19.5,"pa","Sugar Grove Elementary School",1
"Adams",20.5,"pa","Cavalry Heights Mhp",1
"Adams",54,"pa","Specialty Granules Inc",1
"Dauphin",24,"pa","Harrisburg Intl Airport",1
"Franklin",31,"pa","Mercersburg Muni Water Auth",1
"Lancaster",69.5,"pa","Log Cabin Court",1
"Lancaster",21.5,"pa","Spring Lake Park",1
"Lancaster",60.5,"pa","Jubilee Mhp",1
"Lancaster",30.5,"pa","Villas At Georgetown",5
"Lancaster",200.5,"pa","Villas At Georgetown",5
"Lancaster",41.9,"pa","Manheim Auto Auction",1
"Lancaster",33,"pa","Circle M Campground",1
"Lancaster",17,"pa","Lancaster Mennonite High Sch",1
"Lancaster",16,"pa","Blue Rock Mennonite Sch",1
"Lancaster",16,"pa","Linville Hill Mennonite Sch",1
"Lancaster",17,"pa","Paradise Elementary School",2
"Lancaster",25,"pa","Paradise Elementary School",2
"Lancaster",17,"pa","Farmersville Mennonite School",1
"Lancaster",153.5,"pa","Valco Headquarters",1
"Lancaster",18,"pa","Morgan Truck Body Llc",1
"Lancaster",16,"pa","Brecknock Elementary School",2
"Lancaster",16,"pa","Brecknock Elementary School",2
"Lancaster",18,"pa","Fairhaven Christian School",1
"Lancaster",19,"pa","B J Baldwin Electric Inc",4
"Lancaster",37,"pa","B J Baldwin Electric Inc",4
"Lancaster",39,"pa","Wesley United Methodist Church",1
"Lebanon",16,"pa","Countryside Christian Comm",1
"Lebanon",16.05,"pa","Ridgeview Mhp & Apts",3
"Lebanon",30,"pa","Ridgeview Mhp & Apts",3
"Lebanon",46.5,"pa","Yellow Breeches School",2
"Lebanon",257.5,"pa","Yellow Breeches School",2
"Lebanon",22,"pa","Philhaven",1
"York",37.8,"pa","Dover Bethany United Meth Ch",1
"York",32,"pa","Fairview Twp Bldg",1
"Providence",18,"ri","Fogarty Memorial School",3
"Providence",21,"ri","Fogarty Memorial School",3
"Washington",29.6,"ri","Lindhbrook Water Company",1
"Kent",39,"ri","Mildred E Lineham School",1
"Washington",17,"ri","Metcalf Elementary School",1
"Providence",16,"ri","Providence-City Of",3
"Providence",30,"ri","Providence-City Of",3
"Providence",21,"ri","North Scituate Elementary",2
"Providence",47,"ri","North Scituate Elementary",2
"Washington",71,"ri","Charlestown Elementary School",2
"Washington",97,"ri","Charlestown Elementary School",2
"Newport",25,"ri","Jamestown Water Department",1
"Kent",67,"ri","Coventry National Guard Station",1
"Providence",29.5,"ri","North Smithfield 282 Combat Communicatio",2
"Providence",31,"ri","North Smithfield 282 Combat Communicatio",2
"Providence",17,"ri","Burrillville Middle School",1
"Providence",20,"ri","West Glocester Elem. School (Formerly Gl",1
"Providence",22,"ri","Chopmist Hill Community Center",2
"Providence",28,"ri","Chopmist Hill Community Center",2
"Washington",53,"ri","Sstar Of Rhode Island",1
"Providence",65,"ri","Pied Piper Nursery School, Inc.",1
"Kent",19,"ri","Arcadia Childrens Home",1
"Providence",18,"ri","Bruin Plastics Company, Inc.",1
"Washington",41,"ri","Rochs Fresh Foods Facility",1
"Providence",43,"ri","East Smithfield Wd - Whipple",1
"Abbeville",21.5,"sc","Pinehurst S/D (0150003)",1
"Abbeville",29,"sc","Cold Springs School (0170104)",1
"Charleston",22.5,"sc","Oyster Park (1070256)",1
"Chester",55,"sc","Edgemoor Headstart (1270103)",1
"Lexington",29,"sc","Aaa - Hilton Sound (3250024)",1
"Lexington",18,"sc","Aaa - Ridge Point S/D (3250105)",1
"Lexington",24,"sc","Triple Acres Mhp 1 (3260049)",1
"Lexington",460,"sc","Pine Ridge Mhp (3260157)",1
"Lexington",15.5,"sc","Sand Mountain Mhp (3260183)",2
"Lexington",16,"sc","Sand Mountain Mhp (3260183)",2
"Orangeburg",38,"sc","Bowman Town Of (3810004)",1
"Orangeburg",90,"sc","Branchville Town Of (3810005)",1
"York",29,"sc","Supermetal Holdings Usa (4630003)",2
"York",53,"sc","Supermetal Holdings Usa (4630003)",2
"York",96,"sc","Cm Steel Inc (4630061)",1
"York",114,"sc","Cws Foxwood (4650008)",1
"York",24,"sc","Mountain View Mhp (4660064)",1
"York",25,"sc","Blessed Hope School (4670106)",1
"York",29,"sc","Shield Of Faith (4670957)",1
"Spink",33,"sd","Doland",1
"Dickson",22,"tn","Water Auth. Of Dickson County",1
"Carter",28,"tn","Elizabethton Water Dept",1
"Carter",16,"tn","North Elizabethton Water Co-Op",2
"Carter",28,"tn","North Elizabethton Water Co-Op",2
"Carter",16,"tn","Siam Utility District",2
"Carter",28,"tn","Siam Utility District",2
"Carter",16,"tn","South Elizabethton Utility Dis",2
"Carter",28,"tn","South Elizabethton Utility Dis",2
"Weakley",25,"tn","K-T Clay Company",1
"Carter",16,"tn","Watauga River Regional Water Auathority",2
"Carter",28,"tn","Watauga River Regional Water Auathority",2
"Austin",28.1,"tx","Coushatte Campground",1
"Bailey",36,"tx","Minsa Corporation",1
"Bandera",17.4,"tx","Bandera Isd Bandera High School",1
"Bastrop",16,"tx","Acme Brick Elgin Plant",1
"Bastrop",24,"tx","Md Anderson Cancer Research Smithville",5
"Bastrop",86,"tx","Md Anderson Cancer Research Smithville",5
"Bee",27.3,"tx","Tdcj Chase Field",1
"Bexar",31.8,"tx","Alamo 1",1
"Bexar",25,"tx","Camp Stanley Storage Activity",1
"Bexar",22,"tx","Surlean Meat Co",1
"Bosque",210,"tx","Shuler Point",1
"Brazoria",23,"tx","Commodore Cove Improvement District",1
"Brazoria",42.3,"tx","Village Of Surfside Beach",1
"Brazoria",122,"tx","Snug Harbor Subdivision",1
"Brazoria",21,"tx","Las Playas",1
"Brazoria",20,"tx","Key Largo Utilities",1
"Brazoria",19,"tx","Basf Freeport Site",1
"Brazoria",16,"tx","Dow Texas Freeport Salt Dome 3",1
"Brazoria",100,"tx","Shintech Freeport Plant",1
"Brazoria",17,"tx","6711 Highway 332",1
"Brazoria",321,"tx","Manvel Bible Chapel",1
"Brewster",24,"tx","Marathon Water Supply & Sewer Service Co",1
"Burleson",19,"tx","Clara Hills Water System",1
"Burnet",20,"tx","City Of Granite Shoals Sherwood Iii",1
"Burnet",20,"tx","Cassie Water System",1
"Burnet",22,"tx","Capstone Subdivision",1
"Calhoun",40.7,"tx","La Salle Wcid 1",2
"Calhoun",110,"tx","La Salle Wcid 1",2
"Collin",17.1,"tx","Seis Lagos Utility District",1
"Colorado",25.6,"tx","Columbus Livestock Co",1
"Comal",15.7,"tx","Oak Village North",1
"Comal",38.7,"tx","Clear Water Estates",1
"Dawson",42,"tx","Klondike Isd",2
"Dawson",110,"tx","Klondike Isd",2
"Denton",28.7,"tx","East Ponder Estates",1
"DeWitt",16,"tx","Meyersville School",1
"Eastland",29,"tx","City Of Ranger",1
"Ector",29,"tx","Cemex Odessa Plant",3
"Ector",90,"tx","Cemex Odessa Plant",3
"El Paso",24,"tx","Phelps Dodge Refining",1
"El Paso",110,"tx","Fort Bliss Site Monitor",1
"Erath",23,"tx","Schreiber Foods",1
"Erath",20,"tx","Horsemans Ranch Ws",1
"Fort Bend",19,"tx","Nrg W A Parish Electric Generating Stati",1
"Fort Bend",19,"tx","Kingsbridge Mud",2
"Fort Bend",21,"tx","Kingsbridge Mud",2
"Fort Bend",18,"tx","George Ranch The",1
"Fort Bend",21,"tx","Faith United Methodist Church",1
"Fort Bend",16,"tx","Grand Lakes Mud 4",1
"Fort Bend",20,"tx","Akzo Nobel Surface Chemistry",1
"Freestone",26,"tx","Willowcreek Farms",1
"Galveston",23.5,"tx","Texas City Bayou Golf Club",1
"Galveston",24.1,"tx","Ut Medical Branch Galveston",1
"Gillespie",22.3,"tx","Doss Community Improvement Center",1
"Harris",21,"tx","Aldine Community Care Center",1
"Harris",34,"tx","Bergville Addition",1
"Harris",39.6,"tx","Cedar Bayou Park",1
"Harris",61.3,"tx","Harris County Wcid Fondren Road",1
"Harris",16.3,"tx","Memorial Hills Utility District",1
"Harris",20,"tx","Meadowlake Estates",1
"Harris",46.6,"tx","Sunbelt Fwsd High Meadows Subdivision",1
"Harris",24.4,"tx","United Salt Corporation",1
"Harris",16.2,"tx","El Dorado Mobile Home Community",1
"Harris",16,"tx","Harris County Fwsd 1B",1
"Harris",22,"tx","Dow Chemical Co Laporte Plant",6
"Harris",94,"tx","Dow Chemical Co Laporte Plant",6
"Harris",71.8,"tx","Smith International",1
"Harris",26,"tx","T H Wharton Electric Generating Station",1
"Harris",71,"tx","Houston First Church Of God",1
"Harris",20.6,"tx","Intercontinental Terminals Deer Park Ter",1
"Harris",26,"tx","Basf Corporation Pasadena Plant",3
"Harris",65,"tx","Basf Corporation Pasadena Plant",3
"Harris",24,"tx","Clear Lake Chemicals Plant",2
"Harris",27.2,"tx","Clear Lake Chemicals Plant",2
"Harris",55,"tx","City Of Pasadena El Cary Estates",1
"Harris",22,"tx","Nottingham Country Mud",1
"Harris",20.5,"tx","Harris County Mud 155",1
"Harris",250,"tx","G E Preco Turbine & Compressor Svc",1
"Harris",25,"tx","Vine Apostolic Church",1
"Harris",21.6,"tx","City Of Hilshire Village",1
"Harris",18,"tx","National Speciality Alloys",1
"Harris",43.2,"tx","American Acryl Bayport Plant",1
"Harris",19.2,"tx","Turk Brothers Building",1
"Harris",41,"tx","Barbours Cut Terminal",1
"Harris",18.6,"tx","Harris County Mud 500",1
"Harris",48.5,"tx","Harris County Mud 406",1
"Harris",16,"tx","Allied Concrete Plant No Three",1
"Harris",18,"tx","529 Industrial Development",1
"Harris",52.2,"tx","Barefoot Rv Park",1
"Harris",28,"tx","Barely Lane Business Park",2
"Harris",45,"tx","Barely Lane Business Park",2
"Henderson",24,"tx","Lollipop Water Works Inc",1
"Hood",29.1,"tx","Cresson Crossroads",1
"Hunt",16.2,"tx","City Of West Tawakoni",1
"Hutchinson",33,"tx","Chevron Phillips Chemical Borger Plant",1
"Jack",20,"tx","City Of Jacksboro",1
"Jasper",17.3,"tx","Harrisburg Wsc",1
"Jefferson",22.1,"tx","City Of Bevil Oaks",1
"Jefferson",24.5,"tx","Basf Beaumont Agro Plant",2
"Jefferson",27.2,"tx","Basf Beaumont Agro Plant",2
"Jones",20,"tx","City Of Anson",1
"Jones",17.9,"tx","City Of Stamford",3
"Jones",20,"tx","City Of Stamford",3
"Kerr",24.2,"tx","Starlite Recovery Center",1
"Lamar",43.5,"tx","City Of Blossom",1
"Lavaca",25,"tx","Sweet Home Isd",1
"Liberty",27,"tx","Webb Way Subdivision",1
"Liberty",16,"tx","Splendora Woods",1
"Limestone",40.1,"tx","Dads Mexia State Supported Living Center",1
"Limestone",20.1,"tx","City Of Tehuacana",1
"Lubbock",77.5,"tx","Reese Technology Center",1
"McCulloch",600,"tx","Lakeland Services",1
"McCulloch",59.9,"tx","Voca Sand Processing Facility",1
"McLennan",19.2,"tx","Texas State Technical College - Waco",1
"Matagorda",24,"tx","Valerus Compression Services",1
"Mitchell",63,"tx","City Of Colorado City",1
"Montgomery",23,"tx","Cape Malibu Wsc",1
"Montgomery",19,"tx","Montgomery Place Water System",1
"Montgomery",20,"tx","Pioneer Trails Subdivision",1
"Montgomery",40,"tx","River Club Water Co",1
"Montgomery",20,"tx","Caney Creek Utility",1
"Montgomery",109.1,"tx","Westmont Mobile Home Community",1
"Montgomery",24,"tx","White Oak Hills",1
"Montgomery",23,"tx","Western Hills Crystal Springs Water",1
"Montgomery",34.3,"tx","Shady Oaks Estates",1
"Montgomery",16.6,"tx","Pine Knob Subdivision",1
"Montgomery",17,"tx","Highline Oaks Water Utility",2
"Montgomery",32,"tx","Highline Oaks Water Utility",2
"Montgomery",16,"tx","Westland Building",3
"Montgomery",24.7,"tx","Westland Building",3
"Montgomery",23.5,"tx","Montgomery County Mud 88",1
"Montgomery",20,"tx","New Danville Community",2
"Montgomery",22.7,"tx","New Danville Community",2
"Montgomery",16,"tx","Commercial Coating Services",2
"Montgomery",22.5,"tx","Commercial Coating Services",2
"Nueces",36,"tx","Golden Acres Water Co",1
"Nueces",18,"tx","Elementis Chromium Corpus Christi Site",1
"Orange",20,"tx","Firestone Polymers Orange Plant",2
"Orange",20,"tx","Firestone Polymers Orange Plant",2
"Orange",15.7,"tx","Longford Place Water System",1
"Orange",16.8,"tx","Honeywell",1
"Parker",17,"tx","Ashcreek Addition",1
"Parker",66.75,"tx","New Progress Wsc Highland Lakes",1
"Polk",24,"tx","Cedar Point",1
"Tarrant",25,"tx","Twin Lakes Water",1
"Taylor",19.7,"tx","Potosi Wsc",1
"Taylor",16.2,"tx","Dyess Air Force Base",1
"Tom Green",32,"tx","Red Creek Mud",1
"Travis",17,"tx","St Stephens Episcopal School",1
"Travis",21,"tx","Windermere Community",1
"Travis",170,"tx","Nameless Hollow Condominiums",1
"Travis",35.5,"tx","West Travis County Regional Ws",1
"Travis",16,"tx","Barton Creek Lakeside",1
"Tyler",26,"tx","Lakeside Water Supply 1",2
"Tyler",27,"tx","Lakeside Water Supply 1",2
"Tyler",23.5,"tx","Lakeside Water Supply 4",2
"Tyler",26,"tx","Lakeside Water Supply 4",2
"Tyler",20,"tx","Lakeside Water Supply 5",1
"Upton",17,"tx","Crane Gas Plant",1
"Uvalde",32.4,"tx","Fort Inge Mobile Home Park",1
"Val Verde",20,"tx","Laughlin Air Force Base",1
"Victoria",26,"tx","Devereux Foundation",1
"Victoria",20.6,"tx","Invista Sarl Victoria",1
"Victoria",45,"tx","Mission Valley Elementary School",1
"Victoria",50,"tx","William Wood Elementary School",1
"Victoria",15.5,"tx","Pnr Victoria Facility",1
"Walker",25.3,"tx","Green Rich Shores And Sterling Island Su",1
"Waller",28.4,"tx","Sky Lakes Wsc",1
"Waller",20,"tx","Leaning Oak Mobile Home Park",1
"Waller",18,"tx","Pavestone Company Katy",1
"Washington",16.1,"tx","Holiday Oaks Subdivision",1
"Wharton",30,"tx","Greenleaf Nursery Shipping & Receiving",1
"Box Elder",16.1,"ut","Garland City Water System",1
"Box Elder",21,"ut","Lakeside Range",2
"Box Elder",30.8,"ut","Lakeside Range",2
"Juab",15.9,"ut","Ash Grove Cement Company",2
"Juab",28.5,"ut","Ash Grove Cement Company",2
"Morgan",60,"ut","Cottonwood Mutual",1
"San Juan",19.7,"ut","La Sal School",1
"Tooele",100,"ut","Dugway - Carr Facility",1
"Utah",19.3,"ut","Vivian Park Homeowners",1
"Weber",23.7,"ut","Roy City Water System",1
"Weber",20.088,"ut","Little Mountain Test Facility",1
"Bennington",20,"vt","Readsboro Town Of",1
"Orange",17,"vt","Bradford Village Water System",1
"Orange",31,"vt","Newbury Village Inc",1
"Orleans",39,"vt","Derby Center Water System",1
"Rutland",24,"vt","Pico Village Water Corp",1
"Washington",18,"vt","Mountain Water Company",1
"Windham",28,"vt","Mount Snow Village Association",1
"Windsor",18,"vt","Okemo Trailside Condominium",2
"Windsor",53,"vt","Okemo Trailside Condominium",2
"Windsor",19,"vt","Woodstock Aqueduct Co",1
"Rutland",16,"vt","Edgemont Condominiums",1
"Windham",19,"vt","Kurn Hattin Boys School",1
"Washington",23,"vt","Fiddlehead Condominiums",3
"Washington",43,"vt","Fiddlehead Condominiums",3
"Bennington",22,"vt","Pownal Fire District 3",1
"Rutland",110,"vt","Mountain Green Condominium",2
"Rutland",140,"vt","Mountain Green Condominium",2
"Windham",17,"vt","Suntec Forest Condominium",3
"Windham",30,"vt","Suntec Forest Condominium",3
"Windham",19,"vt","Tara Townhouses",3
"Windham",89,"vt","Tara Townhouses",3
"Caledonia",97,"vt","West Burke Housing",1
"Rutland",50,"vt","Best Western Hogge Penny Inn",1
"Rutland",21,"vt","Telemark Village",1
"Windham",16,"vt","Smith Haven Center",1
"Rutland",74,"vt","Parson Hill Partnership",1
"Bennington",26,"vt","Winhall Acres",3
"Bennington",426,"vt","Winhall Acres",3
"Windham",16,"vt","Greensprings",4
"Windham",45,"vt","Greensprings",4
"Windsor",200,"vt","Winterplace Water System",1
"Chittenden",49,"vt","Country Club Condominium",1
"Windsor",54,"vt","Reading Elementary School",1
"Rutland",25,"vt","Roots And Wings Academy",1
"Windsor",50,"vt","Bridgewater Village School",1
"Windham",19,"vt","Halifax West School",2
"Windham",24,"vt","Halifax West School",2
"Windham",24,"vt","Mountain Marketplace",3
"Windham",60,"vt","Mountain Marketplace",3
"Windsor",16,"vt","Ledgewood",2
"Windsor",18,"vt","Ledgewood",2
"Windsor",18,"vt","Little School",1
"Windham",17,"vt","Mary Meyer Corp",1
"Caledonia",102,"vt","Walden School",1
"Orleans",17,"vt","Derby Boys Llc",1
"Grand Isle",24,"vt","Isle Lamotte School",1
"Windham",58,"vt","Early Education Services",1
"Windsor",27,"vt","Birch Landing Condominium",1
"Orange",115,"vt","Vermont Castings Foundry Water System",1
"Windsor",17,"vt","Imerys Talc Vermont",1
"Grand Isle",19,"vt","Alburgh Fire District 2",1
"Franklin",90,"vt","New Horizons Children Center",1
"Windham",29,"vt","Outlook At Mt Snow",1
"Windsor",20,"vt","Ne Waste Services",2
"Windsor",40,"vt","Ne Waste Services",2
"Washington",25,"vt","Waitsfield And Champlain Valley Telecom",1
"Windham",91,"vt","Vermont Country Store - Rockingham",1
"Bennington",476,"vt","William E Dailey Precastllc",1
"Windham",16,"vt","Brattleboro Professional Center",1
"Franklin",20,"vt","Highgate Springs Poe",2
"Franklin",23,"vt","Highgate Springs Poe",2
"Caledonia",19,"vt","Nvrh Water System",4
"Caledonia",60,"vt","Nvrh Water System",4
"Franklin",34,"vt","Border Patrol Station Swanton",1
"Washington",26,"vt","Parker Office Building",1
"Giles",33,"va","Route 100 Area",1
"Grayson",28,"va","Fries, Town Of",1
"Montgomery",38,"va","Walton Farms Subdivision",1
"Pulaski",1000,"va","Pulaski Country Club",1
"Albemarle",1100,"va","Bright Eyes Community Child Care",1
"Albemarle",18.5,"va","Free Union Country School",2
"Albemarle",41,"va","Free Union Country School",2
"Albemarle",90.2,"va","Oak Hill Trailer Park",1
"Augusta",265,"va","Dsc Logistics",1
"Bath",19,"va","Bath County Power Station",1
"Fluvanna",22,"va","Kloeckner Metals Corporation",1
"Louisa",20,"va","Zion Christian Children'S Center",1
"Nelson",17.7,"va","Ncsa - Wintergreen",3
"Nelson",92,"va","Ncsa - Wintergreen",3
"Page",17.6,"va","Mount Carmel Christian Academy",1
"Roanoke",17,"va","Masons Cove Elementary School",1
"Rockingham",17,"va","Mount Crawford-Rcpw",1
"Shenandoah",53,"va","Bowman Apple Products Co Inc",1
"Accomack",29,"va","Arcadia Schools",1
"Accomack",17.7,"va","Parksley Migrant Head Start",1
"Dinwiddie",17,"va","Dinwiddie County Courthouse (New)",1
"Northampton",4100,"va","Eastern Shore Physicians & Surgeons",1
"Prince George",21,"va","Melvin Manning Mhp",1
"Southampton",16,"va","Vdot-Franklin Residency Complex",1
"Sussex",29,"va","Iluka Concord Mine",3
"Sussex",40.9,"va","Iluka Concord Mine",3
"Sussex",22.6,"va","Sussex County Courthouse",1
"Sussex",257,"va","Waverly, Town Of",1
"Gloucester",220,"va","Majesty Christian Academy",1
"Goochland",21,"va","Patterson West Business Center",1
"Hanover",19,"va","Rhapsody",1
"King William",700,"va","Cedar Crest",1
"New Kent",66,"va","New Kent Business Center",1
"Northumberland",90,"va","Indian Creek Estates",1
"Northumberland",19,"va","Potomac Bay Estates",1
"Bedford",67,"va","Smith Mt. Lake Central Water System",1
"Bedford",800,"va","Mountain View Shores",1
"Bedford",74,"va","Otter River Elementary School",1
"Bedford",18,"va","Thaxton Elementary School",1
"Brunswick",56,"va","Nottoway Acres Subdivision",1
"Brunswick",20,"va","Pleasant Grove Subdivision",1
"Buckingham",35,"va","Kyanite Mine-East Ridge",1
"Campbell",48,"va","Eastbrook Mobile Home Court",1
"Campbell",32,"va","Suburban Trailer Town",1
"Cumberland",28,"va","New Life Schools",1
"Franklin",113,"va","Callaway Elementary School",1
"Franklin",23,"va","Staroverlake",1
"Franklin",21,"va","Timberlake Crossing",1
"Halifax",56,"va","Clover, Community Of",1
"Mecklenburg",18,"va","Long Branch Shores",2
"Mecklenburg",24,"va","Long Branch Shores",2
"Mecklenburg",24,"va","Mecklenburg Power Station",1
"Mecklenburg",18,"va","Tanglewood Section A",2
"Mecklenburg",38,"va","Tanglewood Section A",2
"Mecklenburg",32,"va","Timbuctu Subdivision",1
"Patrick",95,"va","Capewell Aerial Systems, Llc",1
"Caroline",180,"va","Peumansend Creek Regional Jail",1
"Culpeper",30,"va","Overlook Heights Combined",1
"Culpeper",26,"va","Overlook Heights Ii",1
"Fairfax",36,"va","Fort Belvoir North Area",1
"Fairfax",145,"va","Fairfax Yacht Club",1
"Loudoun",484,"va","Round Hill, Town Of",1
"Rappahannock",21.5,"va","Hearthstone School",1
"NA",16,"wa","Tulalip Bay Water Dist #1",1
"NA",25,"wa","Angel Of The Winds",1
"Mason",17,"wa","Washington State Patrol Academy",2
"Mason",91.6,"wa","Washington State Patrol Academy",2
"Island",53,"wa","Bayview Beach Water District",1
"Island",16,"wa","Woodglen Prd Water System",1
"Jefferson",17.5,"wa","Moa Tel",1
"Kitsap",18,"wa","Brookhaven",1
"Thurston",27.6,"wa","Bucoda Water Dept",1
"Pierce",31,"wa","Carbonado Water Dept",1
"Thurston",27.5,"wa","Cedar Park",1
"Jefferson",20,"wa","Naval Magazine Indian Island",2
"Jefferson",25,"wa","Naval Magazine Indian Island",2
"Franklin",20.2,"wa","Sunrise Estates Water System",1
"Pierce",163,"wa","Country Green Estates",1
"Thurston",23,"wa","Driftwood Valley Assoc (Dva)",1
"Island",29.5,"wa","Goss Lakeridge Acres Association",1
"San Juan",18,"wa","Eastsound Water Users Association",1
"Grays Harbor",17.7,"wa","Elma, City Of",1
"Spokane",17.6,"wa","Eloika Pines Estates Mhp",1
"Kitsap",27.5,"wa","Emerald Heights",1
"Thurston",53.3,"wa","Olympia Forestry Sciences Lab",1
"Thurston",18.5,"wa","Griffin School",1
"Garfield",16,"wa","Lower Granite Dam Op Housing Area",1
"Island",16.3,"wa","Mahoneyville Water Association",1
"King",19.8,"wa","Rainier Christian School",3
"King",29.5,"wa","Rainier Christian School",3
"Franklin",270,"wa","Lamb-Weston Pasco",1
"Whitman",73,"wa","St John, Town Of",1
"Mason",22.4,"wa","Seventh Day Adventist School",1
"Skamania",39,"wa","Skamania Elementary School",1
"King",19.5,"wa","Skykomish Water Dept",1
"Mason",17.5,"wa","Spencer Glen",2
"Mason",49.7,"wa","Spencer Glen",2
"San Juan",79.5,"wa","Spring Point Homeowners Association",1
"Thurston",17,"wa","Tenino, City Of",2
"Thurston",22,"wa","Tenino, City Of",2
"Jefferson",29.5,"wa","Quilcene",1
"Okanogan",27.1,"wa","Buckhorn Mountain Water System",1
"Hardy",26.6,"wv","Hardy County Psd Baker",2
"Hardy",28.3,"wv","Hardy County Psd Baker",2
"Harrison",15.8,"wv","Salem Water Board",1
"Marion",34,"wv","Tri County Water Assoc - Shinnston",2
"Marion",41,"wv","Tri County Water Assoc - Shinnston",2
"Mineral",18.6,"wv","Frankfort Psd Wiley Ford",1
"Tucker",16,"wv","Timberline Four Season Resort Management",1
"Calhoun",18.5,"wv","Calhoun-Gilmer Career Center",3
"Calhoun",29.4,"wv","Calhoun-Gilmer Career Center",3
"Fayette",25.1,"wv","Kingston Mining Inc Glen Alum 1 Mine",2
"Fayette",72,"wv","Kingston Mining Inc Glen Alum 1 Mine",2
"Fayette",25.4,"wv","Kingston Mining 2 Bathhouse",2
"Fayette",28.7,"wv","Kingston Mining 2 Bathhouse",2
"Jefferson",17.6,"wv","Usda Appalachian Fruit Research Station",1
"Kanawha",489,"wv","Morton Plaza-Wv Parkways",1
"Marshall",20.5,"wv","Mitchell Plant",1
"Preston",17,"wv","Aurora Elementary And Jr High",1
"Summers",22.3,"wv","Wvdot Summers County",1
"Columbia",15.9,"wi","Columbus Water & Light Department",2
"Columbia",18.5,"wi","Columbus Water & Light Department",2
"Dane",19,"wi","Stoughton Waterworks",1
"Dane",17.2,"wi","Dons Mobile Manor",1
"Dane",98.8,"wi","West Towne Office Center",1
"Dodge",20,"wi","Waupun Correctional Inst",1
"Dodge",17.5,"wi","Fox Lake Correctional Institution",2
"Dodge",43,"wi","Fox Lake Correctional Institution",2
"Dodge",18.875,"wi","South Beaver Dam Elementary",1
"Dodge",23.3,"wi","Bethesda Day Services Of Waupun",1
"Green",17,"wi","New Glarus Waterworks",1
"Jefferson",40,"wi","Lake Mills Waterworks",3
"Jefferson",75,"wi","Lake Mills Waterworks",3
"Jefferson",56.5,"wi","First Congreg United Church Of Christ",1
"Rock",29.5,"wi","Rock County Christian School",1
"Rock",56.6,"wi","Durst Div Regal Beloit Corp",1
"Sauk",16.85,"wi","Loganville Waterworks",1
"Kenosha",125,"wi","Van Woods Estates",1
"Kenosha",19.99,"wi","Bella Villa Apts",1
"Kenosha",18.7,"wi","Trevor Wilmot Consolidated School Addition",1
"Milwaukee",28,"wi","Briggs And Stratton Corp",1
"Ozaukee",50.6,"wi","River Garden Apts",1
"Ozaukee",17,"wi","Oriole Lane School",1
"Ozaukee",90,"wi","Wilson School",1
"Ozaukee",18.5,"wi","Five Corners Dodge",1
"Racine",19,"wi","Racine Waterworks",1
"Racine",52.5,"wi","Lakeview School",1
"Racine",24.455,"wi","Trinity Lutheran Parsonage & Old School",1
"Racine",37,"wi","American Champion Aircraft",1
"Walworth",17,"wi","Ludwell Estates Mhp 1",1
"Walworth",49,"wi","Sharon Waterworks",1
"Walworth",33.95,"wi","Wood School Dist 4",1
"Washington",18.6,"wi","Schreiber Foods Inc",2
"Washington",22,"wi","Schreiber Foods Inc",2
"Waukesha",27.6,"wi","Schoenstatt Sisters Of Mary",1
"Waukesha",16.5,"wi","Cushing Elementary",1
"Waukesha",24.2,"wi","Lannon Elementary School",1
"Waukesha",15.95,"wi","Chemrite Copac",1
"Waukesha",23,"wi","Elm Grove Luth Ch & Schl",2
"Waukesha",40,"wi","Elm Grove Luth Ch & Schl",2
"Brown",27,"wi","Green Bay Waterworks",1
"Calumet",32,"wi","Hilbert Waterworks",1
"Calumet",16.2,"wi","D & D Equipment Inc",1
"Door",103.6,"wi","Oaks The",1
"Florence",19,"wi","Nwtc Woodland Kitchen And Business Incubator",2
"Florence",22,"wi","Nwtc Woodland Kitchen And Business Incubator",2
"Fond du Lac",39.85,"wi","Graymont Eden Kiln And Whse",1
"Fond du Lac",17.5,"wi","St John The Baptist Ch & Sch",1
"Manitowoc",19,"wi","Kiel Waterworks",1
"Manitowoc",18.7,"wi","Reedsville Waterworks",2
"Manitowoc",20,"wi","Reedsville Waterworks",2
"Oconto",151.5,"wi","Nicolet Plastics Inc",1
"Sheboygan",23.4,"wi","Cedar Grove Waterworks",1
"Sheboygan",17.5,"wi","Plymouth Utilities",1
"Sheboygan",17,"wi","Howards Grove Childrens Center",1
"Waupaca",34,"wi","Wisconsin Veterans Home",1
"Waushara",15.55,"wi","Front Porch Pets Inc",2
"Waushara",22.95,"wi","Front Porch Pets Inc",2
"Winnebago",18,"wi","Neenah Waterworks",1
"Barron",16.85,"wi","Canoe Villa Trailer Ct",1
"Barron",22,"wi","Source Energy Services Scale House",1
"Buffalo",15.75,"wi","Alma Public School",1
"Buffalo",12465,"wi","Cochrane Fountain City School",1
"Buffalo",15.7,"wi","Foremost Farms Usa Cooperative",1
"Chippewa",16.4,"wi","Alliance Plastics Corp",1
