"county","population","educational_attainment","poverty_rate","pct_adults_not_working","housing_vacancy_rate","median_income_ratio","employment_change_pct","business_change_pct","distress_score","population_in_distress_count","pct_pop_in_distress","distress_rank"
"Calhoun County, IL",5030,11,12,46,13,92,0.2,-4.1,51.7,210,4,1513
"Comanche County, KS",1910,8,5,37,17,86,-4.8,-2.4,43.2,0,0,1776
"Habersham County, GA",43340,22,18,52,14,83,3.3,-1,75.3,17350,40,772
"Genesee County, MI",418650,11,21,52,13,85,4.1,-2,66.1,169840,41,1061
"San Juan County, NM",127360,18,22,46,13,109,4.1,-0.6,55.8,19870,16,1383
"Hancock County, MS",45140,15,20,49,11,112,-3,-3.1,65.4,24990,55,1083
"Moore County, TX",22170,34,19,32,11,92,1.4,2.4,49.5,0,0,1582
"Lincoln County, WV",21600,24,27,59,16,86,6.6,-6.1,89,9830,46,344
"Richland County, WI",17840,10,14,41,6,85,4.4,-3.2,31.2,1090,6,2151
"Harrison County, TX",66970,16,16,44,12,89,10.2,1.5,42.5,21760,33,1798
"Stark County, ND",27040,10,8,28,8,126,48.3,24.1,1.2,0,0,3090
"Clearfield County, PA",81470,13,15,49,8,78,2.9,1.4,46.8,6520,8,1666
"Madison County, OH",43330,14,12,48,7,111,12.5,-3.4,27.3,0,0,2275
"Madison County, AL",343230,10,13,41,10,134,1.2,0,21.3,67700,20,2461
"Union County, AR",40950,17,21,49,11,94,-2.5,-2.5,72.2,7560,19,869
"Pasco County, FL",472750,13,14,53,11,94,12.7,5.5,33.1,172500,37,2093
"Sullivan County, NY",76890,15,18,48,11,84,3.6,-2.8,62.6,24690,32,1172
"Grand County, UT",9350,10,16,38,11,74,2.2,-0.4,45.4,60,1,1710
"St. Tammany Parish, LA",239810,12,11,41,8,138,8,5.5,8,660,0,2878
"Chambers County, TX",36550,16,11,44,8,137,26.8,10.3,8.9,4430,12,2849
"Somerset County, PA",77010,14,13,48,7,83,-10.4,-2.2,57.4,1910,3,1334
"Knox County, TN",440730,10,15,41,7,107,5.8,-1.1,19.3,22290,5,2526
"Moore County, TN",6350,16,12,43,11,97,-15.8,-15.8,65.2,100,2,1090
"Williamson County, TN",193920,5,6,35,3,206,11.3,2.7,0.5,0,0,3112
"Botetourt County, VA",33110,9,7,40,8,97,10.5,-2.4,14.3,2150,7,2682
"Louisa County, VA",33740,17,10,41,9,88,0.1,-2,43.1,0,0,1782
"Erath County, TX",39290,17,24,40,12,77,-1.5,1.7,66.8,9340,24,1038
"Franklin County, PA",151520,14,12,41,7,101,3.3,-0.3,23.7,27560,18,2386
"Ashland County, OH",53200,13,15,45,7,96,0.6,-1.3,38,3730,7,1940
"Holmes County, FL",19740,24,27,61,18,77,-10.7,-8.6,99,19680,100,33
"Seminole County, GA",8800,19,23,56,16,71,3.8,1.1,82.4,8470,96,552
"Nassau County, FL",74920,11,13,49,9,117,6.7,3.3,17.9,0,0,2568
"Windsor County, VT",56330,7,11,39,7,99,-30.3,-2.7,28.8,0,0,2227
"Hyde County, NC",5760,21,21,52,17,95,11.2,6.3,57.4,480,8,1333
"Pike County, PA",56880,10,10,49,5,111,2.5,0.1,16.4,0,0,2617
"Maverick County, TX",55820,43,30,49,8,62,0.5,1.8,79.1,55590,100,656
"Lincoln County, OR",46140,12,17,50,7,84,-3.2,-4.1,61.7,8240,18,1199
"Providence County, RI",629280,19,18,42,10,87,2.7,-2,55.3,241680,38,1401
"Whitman County, WA",46000,4,33,48,11,59,8.3,-0.5,55.8,2370,5,1384
"Fremont County, IA",7200,8,10,39,11,99,9,-0.5,15.2,0,0,2654
"Ziebach County, SD",2840,13,40,50,15,65,267.1,168.8,60.4,0,0,1241
"Fergus County, MT",11500,6,11,39,10,92,2.3,-3.3,26.2,0,0,2308
"Elbert County, GA",19690,22,21,54,16,71,-13.9,-10.9,98,19690,100,63
"Whiteside County, IL",57680,12,12,43,8,85,9.5,-2,31.2,0,0,2153
"Dearborn County, IN",49840,10,9,38,7,119,-0.4,-6.2,23.4,0,0,2396
"Union County, IL",17620,16,18,51,12,73,-1.1,-6.6,84.3,8040,46,493
"Greenup County, KY",36660,17,18,55,12,102,2.3,4.6,53,13670,37,1472
"St. Helena Parish, LA",10940,18,29,56,13,78,1.1,-0.8,84.1,9870,90,498
"Lane County, OR",354760,9,20,47,5,87,4.8,-0.7,35.8,5180,2,2010
"Jackson County, AR",17750,23,26,61,13,76,6.5,1.9,80.6,15760,89,609
"Blount County, TN",124440,13,14,46,9,104,0.8,-0.5,36.2,600,1,1997
"Morrow County, OR",11220,24,19,44,9,100,7.7,1.7,42.7,0,0,1794
"Gallia County, OH",30760,21,20,53,14,77,-8.5,-0.2,87.5,25810,84,391
"Anderson County, SC",189760,18,17,47,10,93,8.1,-0.8,47.3,43010,23,1650
"Sheridan County, MT",3510,9,11,36,12,101,17.9,24.8,7.5,0,0,2894
"Honolulu County, HI",975690,9,10,42,6,108,3.6,-1.9,14.9,0,0,2662
"Vernon County, MO",20980,14,19,42,13,85,5.7,8.9,44.2,1630,8,1745
"Posey County, IN",25640,7,11,40,9,123,6.1,-4.3,16.4,0,0,2614
"Lafourche Parish, LA",97240,26,15,43,8,112,3.9,-4.2,44.7,4900,5,1730
"Franklin County, MA",71300,8,12,37,6,80,2.7,-0.4,20,5510,8,2504
"Jasper County, TX",35830,16,18,56,18,75,8.3,-4.3,81.6,23010,64,577
"Haines Borough, AK",2560,4,8,33,9,80,-0.9,3.9,15.9,0,0,2630
"Madison County, MT",7720,6,10,42,14,96,44.9,-1.4,19.9,0,0,2505
"DeSoto County, MS",166270,11,10,36,5,150,13.3,3.6,2.1,70,0,3063
"Nuckolls County, NE",4430,7,11,38,14,81,-2.3,-6.6,50.4,0,0,1554
"Dakota County, MN",405520,5,8,30,3,123,7.5,2.2,0.9,0,0,3100
"Houston County, MN",18860,8,11,36,6,88,-0.3,-2.9,24.2,0,0,2371
"St. Charles County, MO",369780,6,6,33,4,151,7.7,1.7,1,0,0,3098
"Kit Carson County, CO",8120,17,16,45,9,70,-1.7,3.5,56.3,0,0,1368
"Coffee County, AL",50730,17,19,50,14,105,1.2,-6.7,73.8,11400,23,821
"Monroe County, FL",75210,10,14,43,12,117,12.8,3.3,15.7,0,0,2636
"Cameron Parish, LA",6710,18,8,41,11,143,-5.2,4,29.6,0,0,2201
"Rankin County, MS",145480,11,11,40,6,149,3.4,0.8,9,1110,1,2846
"Howard County, MO",10180,14,17,46,15,92,7.5,-0.5,50.7,780,8,1545
"Phillips County, AR",20850,25,34,54,15,66,-8.5,-9.4,99.1,19890,95,29
"New York County, NY",1618400,14,18,38,8,122,7.5,1.7,19.4,112620,7,2522
"Snohomish County, WA",735350,9,10,38,6,115,7.4,1.1,4.9,30740,4,2977
"Anderson County, TX",58080,20,18,58,12,81,4.9,-0.9,73.2,5260,9,840
"Spokane County, WA",476950,7,16,45,7,84,-0.3,-1.2,37.4,65670,14,1960
"Hampshire County, MA",160330,6,14,40,4,91,5,0.6,12.3,0,0,2744
"Duchesne County, UT",19380,14,10,42,7,101,26.5,21.3,8,0,0,2880
"Grays Harbor County, WA",71730,14,19,55,10,72,-1.1,-4.9,81.8,43110,60,571
"Clatsop County, OR",37240,9,16,45,9,94,0.4,0.5,33.8,0,0,2071
"Elbert County, CO",23550,4,7,36,7,138,13,11.5,0.8,200,1,3105
"Schoharie County, NY",32150,12,13,46,9,88,-3,0.7,41.9,5870,18,1818
"Leflore County, MS",31770,27,41,59,13,62,4.1,-4.2,94.7,29850,94,166
"Bee County, TX",32460,29,23,62,12,79,9.1,4.4,73.7,28910,89,823
"Bledsoe County, TN",13240,22,22,59,16,77,-7.8,3.2,88.8,12190,92,351
"Johnson County, WY",8600,5,8,34,8,97,-2.1,3.5,9.5,0,0,2831
"Searcy County, AR",8040,21,23,58,17,82,4.9,-1.7,84.6,6330,79,483
"Gaines County, TX",18500,41,15,41,12,104,28.4,10.8,29.8,2680,15,2195
"Antrim County, MI",23370,9,14,51,6,95,-2.4,-0.7,38.4,0,0,1927
"Warren County, GA",5630,30,30,57,15,59,-0.7,-4.4,98.1,5460,97,58
"Washoe County, NV",429990,13,16,41,8,101,1,-2,37.2,111980,26,1965
"West Baton Rouge Parish, LA",24350,16,19,40,7,109,4.4,8.8,20.9,0,0,2476
"Pope County, AR",62690,17,19,44,9,99,7.8,0.6,37.4,19510,31,1958
"Sumter County, GA",31800,23,32,51,12,68,6.5,-6.5,89.7,30250,95,325
"Mahoning County, OH",235810,11,18,47,12,85,4.9,-3.9,58.6,83340,35,1296
"Rich County, UT",2290,4,12,50,11,85,6.6,2.5,29.4,0,0,2209
"La Plata County, CO",52550,6,11,37,8,98,9.6,-0.9,8.7,0,0,2855
"Wharton County, TX",41220,24,18,41,14,80,6.8,3.6,57,480,1,1345
"Jeff Davis County, TX",2280,15,7,44,19,98,0.5,-6.7,56.2,10,0,1370
"Trempealeau County, WI",29270,13,12,35,5,94,6.8,-2.1,16.6,0,0,2608
"Broomfield County, CO",59030,5,6,33,5,135,3.7,5.4,1.1,0,0,3094
"Las Animas County, CO",14790,14,16,48,20,77,5.1,-6.1,76.9,13000,88,722
"Adams County, CO",461560,18,14,36,5,97,6.2,4.8,15.4,38040,8,2647
"Craig County, VA",5210,10,10,45,14,72,-15,-3.4,68.3,0,0,991
"Stearns County, MN",151730,9,13,32,5,91,1.3,0,14.7,0,0,2670
"Emanuel County, GA",22730,23,31,54,16,67,-6.9,-7.5,98.6,22730,100,45
"Washington County, TN",124800,13,18,44,8,96,3.2,-2.3,42.3,30150,24,1806
"Marion County, AL",30530,25,19,54,12,78,21.5,4.6,62.5,12650,41,1173
"Haskell County, OK",12840,22,18,54,15,77,-8.3,0,86.9,9640,75,411
"Clay County, WV",9230,30,26,58,10,79,-38.8,-11.7,96.8,5920,64,101
"Cleburne County, AL",14990,25,18,50,12,85,-20,-11.1,91.2,10930,73,278
"Taylor County, IA",6230,9,14,38,8,85,12,-3.6,25.6,0,0,2328
"Greene County, PA",38170,14,15,53,9,88,14.9,3.7,35,4950,13,2032
"Queens County, NY",2280600,20,15,42,6,98,6.9,7.4,21.6,129810,6,2453
"Oneida County, NY",233940,13,17,45,9,83,-1.3,-0.9,52.7,74830,32,1482
"McClain County, OK",35860,13,11,40,8,121,6,6.2,9.5,850,2,2833
"Marshall County, AL",94120,23,20,48,11,91,-4.5,-4,80.7,52780,56,605
"Liberty County, TX",76710,23,18,54,11,91,8.6,-1.7,64.9,21780,28,1099
"Greene County, VA",18770,17,11,40,7,98,9.2,-0.6,21.2,6560,35,2466
"Cabell County, WV",96830,14,23,49,13,91,1.6,-2.3,70,21230,22,938
"Monongalia County, WV",100330,9,23,44,12,111,11.1,3.1,29.1,40610,41,2219
"Yazoo County, MS",28080,24,36,62,12,70,5.1,-1.5,89.1,21780,78,341
"Alexander County, IL",7820,26,37,60,24,45,-17.6,-13,100,7760,99,1
"Otero County, NM",65420,16,22,56,10,90,-4.1,-6.9,83,12930,20,532
"Jasper County, MO",117000,15,18,40,11,86,-8.6,-3.6,66.4,3800,3,1052
"Alexandria city, VA",146420,9,9,26,9,135,5.8,3.3,3.9,0,0,3006
"Howard County, NE",6320,8,10,35,11,93,3.6,5.6,12,0,0,2754
"Indiana County, PA",88300,11,17,47,9,85,-6.6,-1.5,59.4,4360,5,1271
"Carroll County, MD",167400,8,6,34,4,115,3.9,-0.1,3.6,0,0,3017
"Finney County, KS",37100,29,17,30,4,93,-22.6,-2.6,52,0,0,1504
"Santa Rosa County, FL",158240,10,12,48,9,123,7.1,0.2,18.7,0,0,2542
"Stanislaus County, CA",522790,23,20,48,6,81,5.9,1.8,52.1,81350,16,1499
"Lucas County, IA",8790,9,16,44,9,82,0.9,-1.1,42.9,0,0,1786
"Van Buren County, TN",5580,20,22,51,14,77,-3.9,-18.4,94.3,4450,80,180
"St. Johns County, FL",203400,6,10,43,7,139,12.4,7.5,2.2,4710,2,3060
"Wetzel County, WV",16310,17,20,58,12,92,1.1,-1.4,74.3,5100,31,804
"Grand Isle County, VT",6980,7,8,35,7,113,-0.6,-6.7,18.6,0,0,2548
"Weston County, WY",7140,11,12,41,9,93,1.6,-2.7,35.5,0,0,2018
"Cass County, MI",52000,12,14,47,9,92,-3.4,-3.3,53.4,14370,28,1460
"Ware County, GA",35920,19,26,54,14,71,1.1,-6.3,93.3,35920,100,212
"Cass County, MN",28500,9,17,48,5,75,-1.7,-4.5,54.6,4780,17,1421
"Taylor County, WV",16970,15,20,51,7,96,18.5,3.6,32.6,560,3,2107
"Jones County, NC",10180,16,19,49,14,80,-24.6,-8.1,90.2,5330,52,307
"Henderson County, IL",7070,11,11,43,9,85,6.1,7.2,19.6,50,1,2516
"Williams County, ND",27070,10,8,29,8,149,112.2,47.6,1.1,0,0,3095
"Hampton County, SC",20670,23,23,53,12,77,-5.6,-13,95.8,15080,73,131
"Hampton city, VA",136900,11,16,45,12,77,-2.8,-1.5,61.6,46070,34,1201
"Washington County, RI",126610,7,9,39,4,129,3.7,-1.8,7.2,0,0,2903
"Major County, OK",7640,13,14,40,14,109,12.2,4.8,21.7,0,0,2451
"Floyd County, KY",39090,26,30,60,13,70,-2.8,-4.4,97.7,29450,75,74
"Potter County, SD",2310,11,12,40,9,89,-7,0,36,550,24,2004
"New Haven County, CT",863150,11,13,40,8,88,3.1,-0.9,30,163430,19,2189
"St. Louis County, MO",1000420,7,11,39,8,125,2.8,3.8,7,52310,5,2911
"Whitley County, IN",33310,9,9,38,6,111,3.1,-1.2,9.6,0,0,2828
"Cuming County, NE",9080,11,12,34,8,95,-6.5,-3.1,33.5,0,0,2079
"Tuscola County, MI",54800,12,15,49,9,90,-0.6,-5.2,57.2,4310,8,1339
"Jefferson County, KS",18930,7,8,38,8,109,-8.8,-4.4,23.9,0,0,2380
"Columbiana County, OH",106620,13,16,46,9,90,8.2,-3.8,45.9,26430,25,1694
"James City County, VA",69830,6,9,45,7,118,14,0.8,5.4,0,0,2961
"St. Clair County, AL",85240,18,16,46,8,118,18.6,4.5,21.2,0,0,2464
"Lackawanna County, PA",214020,10,14,45,9,87,0.4,0.6,38.4,13170,6,1927
"Blair County, PA",126710,10,14,44,8,83,3.1,-0.2,34.5,2970,2,2049
"Monroe County, MO",8730,11,15,46,14,85,5.5,4.8,40.9,120,1,1850
"Warren County, TN",39870,22,22,49,12,78,9.5,-1.8,72.8,32940,83,853
"Stephens County, GA",25740,18,19,49,20,81,-2.6,-4.1,87.4,21510,84,394
"Woodbury County, IA",102370,15,16,35,6,87,-1.9,-2.3,39.5,10170,10,1892
"Clermont County, OH",199450,11,11,38,8,124,4.1,-0.9,14.9,3330,2,2663
"Columbus County, NC",57510,20,24,55,11,74,-2,-6.1,92.1,45470,79,248
"Mellette County, SD",2080,15,38,45,10,71,0,0,72.4,1410,68,865
"Columbia County, AR",24400,16,27,49,13,91,-0.4,-0.2,71.7,3390,14,887
"Pinellas County, FL",925030,11,14,47,10,97,7.7,1.8,27,63930,7,2285
"St. Clair County, MI",161010,11,15,47,7,99,5,-3.1,34,40060,25,2065
"Gaston County, NC",208380,18,18,45,11,90,9.9,-0.9,48.7,56540,27,1606
"Merced County, CA",261610,32,26,50,8,70,6,-1.1,76.2,126450,48,746
"Blount County, AL",57650,22,17,51,11,102,5.7,-5.8,65.3,20490,36,1088
"Lac qui Parle County, MN",7100,8,8,41,11,80,-4.7,-1,40.4,50,1,1864
"Grayson County, KY",25930,25,23,51,9,78,7,3.5,62.7,5340,21,1168
"Dickinson County, KS",19640,10,11,41,11,97,-3.1,-2.7,40.7,0,0,1856
"Trimble County, KY",8820,15,17,47,5,109,0.5,-6,46.5,0,0,1674
"Milam County, TX",24390,19,20,50,12,71,-0.3,-4.8,86.7,11960,49,416
"Chesterfield County, SC",46330,24,27,51,13,70,7.9,-3.2,86.5,33490,72,423
"Citrus County, FL",139770,13,17,64,12,81,5.8,-0.1,63.4,65590,47,1147
"Plaquemines Parish, LA",23550,20,14,44,6,122,9.6,-0.7,23,4270,18,2408
"Scioto County, OH",78520,18,25,56,12,76,-3.6,-3.6,91.4,46560,59,269
"Love County, OK",9570,16,15,46,19,96,25.4,5.4,37.8,0,0,1945
"Ulster County, NY",181600,11,12,43,9,100,-1.7,-0.6,32.8,11330,6,2100
"McLean County, KY",9510,19,19,46,10,94,-5.1,-1.2,66.4,3340,35,1051
"Lavaca County, TX",19440,19,10,44,13,87,3.2,7,40.7,0,0,1857
"Cook County, IL",5227830,15,17,42,10,96,5.4,1.6,35.8,1318110,25,2008
"Buncombe County, NC",244600,10,17,43,7,98,5.6,2.8,18.7,0,0,2545
"Butler County, KY",12800,24,27,51,10,80,14.7,0,68.4,380,3,989
"Overton County, TN",22110,22,22,53,12,78,-2.1,1.1,82.7,5840,26,543
"Bertie County, NC",20680,25,26,58,19,63,-13.7,-9.6,99.7,20070,97,11
"Passaic County, NJ",505400,18,16,42,8,83,5,1.9,39.2,65400,13,1902
"Crenshaw County, AL",13940,23,17,50,15,86,1.2,-11,85.4,12340,89,458
"Cullman County, AL",80670,19,18,50,11,91,2.8,-1.2,63.7,8970,11,1135
"Webster County, MS",10080,17,23,55,11,86,2.2,-1.1,73.3,6450,64,835
"Deuel County, NE",1950,8,14,34,13,97,-23.8,-3.3,46.5,0,0,1674
"Calhoun County, SC",15030,18,19,48,10,93,11.2,-2.1,53,1490,10,1471
"Carroll County, NH",47620,7,10,43,7,79,-4.9,-2.4,36.6,4520,10,1984
"Guadalupe County, NM",4590,25,15,66,15,62,-8.7,-3.9,95.4,4390,96,144
"Rockland County, NY",318190,13,14,40,5,146,6.7,2.3,9,2270,1,2848
"Vinton County, OH",13320,21,23,52,11,78,5.1,-3.5,80.4,3050,23,616
"Washington County, ID",10070,18,16,54,11,77,0.4,0.9,67.8,520,5,1007
"Essex County, VA",11170,21,12,44,13,65,2.3,-3.6,70.8,6720,60,913
"Modoc County, CA",9340,13,21,54,17,63,-9.1,-6,94.5,6720,72,172
"Livingston County, KY",9440,18,15,51,15,94,2.5,5.3,54.6,0,0,1420
"Cameron County, TX",415100,36,35,51,10,64,0.4,-0.3,85.9,302360,73,441
"Clarke County, AL",25330,20,27,59,16,71,1.7,-6.1,95.1,17670,70,153
"Orange County, NC",137280,8,17,40,8,123,-2.6,0.2,23.3,1710,1,2400
"Baxter County, AR",41150,13,15,57,10,86,2.6,-6.1,66,5390,13,1066
"Bradley County, TN",101000,18,20,46,9,93,8,0,45.8,27390,27,1698
"Sussex County, NJ",146890,7,6,37,7,121,1.2,-3,10.7,0,0,2792
"LaSalle Parish, LA",14870,20,18,52,10,92,13.4,17,43.2,70,1,1777
"Gilmer County, GA",28440,23,21,54,14,80,-11.6,-5.4,94.9,18290,64,160
"Nolan County, TX",15080,22,19,45,21,71,2.8,-0.3,78.3,12770,85,681
"Walker County, GA",68450,20,17,49,12,80,-0.8,-1.1,74.7,41970,61,791
"Greenwood County, SC",69710,20,25,49,11,80,-4,-3.8,86.9,37570,54,412
"Grant County, IN",69310,15,20,49,9,82,12.6,-6.7,60.6,25050,36,1234
"King and Queen County, VA",7070,16,11,42,8,74,-26.1,-3.7,61.9,470,7,1194
"Bedford County, TN",45660,22,21,45,9,92,1.1,3.7,52.8,0,0,1477
"Stephenson County, IL",47050,10,16,43,10,78,1.5,-1.7,48.8,0,0,1603
"Scott County, KY",49170,12,11,35,7,143,8.6,3.7,5,140,0,2971
"Osage County, MO",13810,10,9,39,11,110,3.3,-1.1,19.5,770,6,2518
"Navajo County, AZ",107490,19,31,60,11,73,-2.6,-4,93.4,41420,39,208
"Porter County, IN",165820,8,11,41,6,129,5.2,-0.1,8.1,1320,1,2874
"Mason County, WA",60730,13,17,56,8,82,-0.9,-2.4,64.7,11710,19,1105
"Perry County, PA",45790,13,10,39,6,108,1.8,-2.4,18.4,0,0,2553
"Oldham County, KY",61710,8,7,40,5,195,10.4,-0.6,3.3,0,0,3025
"Catoosa County, GA",64960,17,13,42,9,102,-5.6,-3.6,48.8,22270,34,1604
"Gallatin County, KY",8550,22,16,43,16,113,1.2,-2.2,59.1,3150,37,1280
"Jackson County, NC",40600,14,22,49,10,79,29,-2.7,57.4,15270,38,1335
"Clay County, TX",10550,12,14,43,14,95,-11.1,-3.1,61.2,1420,13,1213
"Jasper County, IA",36720,9,11,42,9,100,4.9,-4.2,25.3,0,0,2338
"Jackson County, IN",43130,13,14,42,9,98,2.7,-3.5,38.2,2130,5,1934
"Fentress County, TN",17920,28,25,58,12,67,4.8,-7.4,93.4,14950,83,209
"Rock Island County, IL",146960,12,15,42,8,84,3.2,-2.6,41.5,38990,27,1831
"Monroe County, OH",14590,14,19,53,11,85,9.5,-2.3,60.9,6130,42,1223
"Montgomery County, GA",9000,18,25,54,14,70,-17.6,-5.1,96.1,8410,93,122
"Crow Wing County, MN",62900,7,12,43,4,81,5.5,1.9,15.5,0,0,2644
"Evangeline Parish, LA",33780,32,26,56,13,67,11.2,-1.1,85,26190,78,471
"Tazewell County, IL",135870,8,9,41,6,100,3.1,-1.8,12.8,0,0,2727
"Stoddard County, MO",29860,20,15,49,10,82,2.5,-5.7,70.3,7050,24,930
"Ottawa County, OH",41300,8,10,43,6,110,4.8,-0.1,9.6,0,0,2827
"Nodaway County, MO",23300,8,27,42,9,76,-12.5,-1.4,64.8,0,0,1102
"Madison County, AR",15700,23,21,47,12,91,6.1,2.7,57.6,960,6,1329
"Putnam County, GA",21230,15,14,48,13,89,-3.9,-1.2,64.5,710,3,1113
"Perry County, IL",22030,15,17,54,13,71,4.3,1.4,67.5,0,0,1018
"Trinity County, TX",14450,17,16,58,19,67,-1,-4.2,90.5,12750,88,298
"Madison County, FL",18900,21,22,60,16,71,3.2,-2.9,91,16170,86,282
"Simpson County, KY",17550,15,20,46,11,90,-5.5,-5.7,74.4,10,0,803
"Rockbridge County, VA",22370,16,13,47,9,75,-4,-0.5,60.3,9780,44,1243
"Carter County, KY",27440,22,19,54,12,86,-12.2,0.7,80.8,11380,42,601
"Grant Parish, LA",22360,22,18,60,16,88,15.8,-9,80.3,15910,71,619
"Pamlico County, NC",13060,13,13,52,15,96,30.9,6.3,35.8,2540,19,2009
"Clark County, KY",35630,17,16,44,8,107,0.1,-2.4,44.6,0,0,1734
"McLean County, ND",9300,10,12,42,9,97,9.5,4.9,11.9,0,0,2757
"Massac County, IL",15150,17,19,51,14,75,-16.1,-3.4,90.1,14050,93,311
"Apache County, AZ",72140,24,36,65,17,65,-8.9,-4.1,99.2,61260,85,25
"Newton County, MO",58680,15,15,43,8,90,7.8,1.8,28.5,960,2,2238
"Marion County, GA",8750,24,19,52,19,74,14.8,6.6,69,1280,15,970
"Bowie County, TX",93070,13,19,50,12,82,3.2,0.6,61.4,54400,58,1210
"Hendricks County, IN",150980,6,6,36,5,140,12.1,3.6,0.8,0,0,3103
"Casey County, KY",16000,30,29,56,14,69,10,8.5,78.7,11790,74,667
"Choctaw County, OK",15180,21,28,54,16,66,-9.6,-1.1,95.3,13510,89,147
"Monmouth County, NJ",629700,7,7,39,6,119,3.4,0.6,5.7,0,0,2950
"Newton County, GA",101500,16,17,44,9,100,9.8,-3.4,42.1,0,0,1813
"Schley County, GA",5050,26,22,49,11,78,-3.2,-3.3,87.1,4820,95,404
"Lauderdale County, AL",92780,16,19,47,10,98,1.4,-1.3,54.4,35210,38,1427
"Jackson County, TN",11560,26,24,59,13,75,8.5,-2.2,85.6,8450,73,453
"Sweetwater County, WY",44600,10,12,32,10,119,7.2,0.3,10.3,0,0,2807
"Burnet County, TX",43910,15,17,48,6,97,7.8,2.2,28.6,0,0,2235
"Cole County, MO",76430,10,14,40,8,111,-2.2,1.4,21.8,0,0,2446
"Cloud County, KS",9410,9,17,43,13,76,-4.7,-1.6,64.3,540,6,1117
"Pittsylvania County, VA",62960,20,15,46,15,65,-3.7,-4.8,85.7,46280,74,450
"Livingston County, MI",183260,5,6,38,4,150,9.1,3.3,1,0,0,3099
"Ashtabula County, OH",100350,14,19,48,11,83,3,-2.5,66.9,57040,57,1035
"Russell County, AL",56980,19,22,50,15,83,-1.2,-6.6,88.9,25220,44,348
"Grand Traverse County, MI",88980,7,12,41,7,107,7.1,-0.8,10,0,0,2815
"Manistee County, MI",24550,11,18,56,10,82,3.1,-1.6,58.9,3200,13,1288
"Clark County, ID",820,22,28,35,22,69,-42.3,5.9,80.6,760,93,608
"Jefferson County, CO",546160,6,9,35,4,117,2.8,0.8,3.7,0,0,3014
"Spencer County, KY",17420,12,7,38,6,150,-0.4,-5.3,20.4,0,0,2490
"Putnam County, TN",73240,16,25,49,8,78,1.6,0,65.1,7140,10,1094
"Houston County, AL",103080,16,18,45,13,94,0.5,-2.3,64,41330,40,1126
"Jackson County, IL",60130,9,32,49,17,57,-1.1,-3.9,87.3,46630,78,400
"Clark County, AR",22800,15,24,50,15,83,-9.7,-2.9,87,20700,91,408
"Russell County, VA",28440,24,19,56,11,54,2.8,-2.4,86.1,18700,66,434
"Sullivan County, NH",43290,10,9,39,6,86,8.2,-5.2,21.3,0,0,2462
"Hot Spring County, AR",33280,16,15,49,11,100,-1.7,-5.8,64.2,1030,3,1121
"Carroll County, TN",28510,21,19,52,13,81,13.6,-4,76.1,15940,56,749
"Clay County, SD",13970,4,28,40,7,73,-3,-4.1,58.1,0,0,1311
"Beaver County, UT",6510,8,13,41,9,85,16.5,-9.7,32.1,0,0,2124
"Hardeman County, TX",4050,19,24,50,21,72,-1.6,2.4,85,3170,78,472
"Turner County, GA",8490,26,25,57,16,60,5.6,1.3,86.8,8060,95,413
"Guadalupe County, TX",139710,13,10,39,6,119,7.7,5.6,6.3,90,0,2931
"Wirt County, WV",5810,13,19,53,12,89,6,-10,71.1,4230,73,904
"Brown County, MN",25510,9,8,34,6,81,-1.9,2.1,17,10,0,2597
"Jo Daviess County, IL",22430,8,9,40,8,91,-3.7,-3.2,32.3,30,0,2116
"Washington County, NE",20260,4,9,32,6,130,2.5,4.1,2.1,160,1,3064
"Montgomery County, TN",182020,9,16,48,12,114,5.4,4.4,27.1,2270,1,2281
"Taylor County, WI",20600,12,13,38,5,86,-3.7,4.3,24.7,670,3,2356
"Greenwood County, KS",6500,10,15,43,18,76,6.5,-0.5,50.6,670,10,1548
"Hickman County, KY",4790,18,16,55,13,98,-11.8,4.1,67.6,680,14,1013
"Houghton County, MI",36740,9,22,49,10,74,-3.1,-5.5,75.1,8200,22,779
"Brunswick County, VA",16960,27,24,55,17,57,-13.3,-6.1,99.1,13670,81,28
"St. Joseph County, MI",61000,15,18,47,9,90,-0.4,-4.8,64,5650,9,1127
"Wagoner County, OK",74770,11,11,41,8,122,11.1,1.2,8.5,180,0,2863
"Gem County, ID",16730,14,18,53,8,89,-3.3,-4.8,69.2,0,0,963
"Allegan County, MI",112270,10,14,42,6,107,11.5,-1.3,14.1,4930,4,2688
"Isle of Wight County, VA",35520,14,11,41,8,102,-18.8,-0.5,35.9,1150,3,2006
"Franklin County, VT",48230,11,10,33,5,105,0.6,-0.3,11.5,0,0,2769
"Middlesex County, MA",1539830,8,8,35,5,123,5.6,2,2.1,0,0,3062
"Jefferson County, MO",220560,12,11,39,7,116,1.1,-2.6,21.1,0,0,2467
"Queen Anne's County, MD",48440,8,7,35,6,117,7.5,-1.2,4.9,340,1,2975
"Henderson County, KY",46390,15,19,44,7,95,-1.8,-1.8,49.1,1060,2,1593
"Sherburne County, MN",89770,6,8,31,5,121,6.9,0.4,1.8,0,0,3074
"Glascock County, GA",3090,18,17,45,16,81,-24.1,-24.1,87.7,2890,94,387
"Bristol Bay Borough, AK",1000,9,7,30,19,115,-6.3,1.5,24.9,0,0,2348
"Greene County, OH",163310,8,14,44,7,120,-0.7,1.2,18.9,90,0,2537
